1950,1.342857143,85,1,7910000,4.031428571,89.7
1960,1.397435897,136,3,18596000,7.655128205,75.73076923
1970,1,195,10,54953550,4.67877095,45.17318436
1980,1.190140845,864,55,1070717550,4.047887324,148.028169
1990,0.658940397,441,6,226244000,2.442715232,83.63245033
2000,0.384868421,94,15,41814000,1.593881579,55.77302632
2010,0.662068966,550,27,609826500,3.759140893,140.3745704
2020,0.682926829,25,5,15516000,3.027619048,111.1428571
