1950,1,14,0,1050000,1.05,51.25
1960,1,8,0,2330550,0.757894737,57.36842105
1970,0.857142857,43,1,27375150,3.817857143,24.07142857
1980,1.294117647,23,1,8151000,3.252941176,43.58823529
1990,0.814814815,7,0,2815500,2.72962963,99.25925926
2000,0.642857143,7,0,2504000,1.556428571,91.14285714
2010,0.678571429,4,0,2423000,2.32,159.3571429
2020,0.6,1,0,1050000,1.03,131
