1950,0,0,0,5000,0.2,10
1960,0.5,1,0,555500,0.9,11.5
1970,0.5,0,0,500500,1.05,31.5
1990,0,0,0,10000,0.2,8
2000,0,0,0,130000,0.513333333,6.777777778
2010,0,0,0,230000,0.395714286,188.8571429
2020,1,0,0,0,0.35,176
