1950,1.272727273,5,1,6227600,6.959090909,190.7272727
1960,1.131578947,8,0,11283000,4.786842105,16.5
1970,0.784313725,1,0,9617050,1.094117647,36.60784314
1980,0.545454545,3,1,4746600,0.821818182,39.14545455
1990,0.233576642,6,0,8973500,0.534306569,24.37956204
2000,0.171875,0,0,311000,3.129375,43.265625
2010,0.55,9,2,35524000,2.412666667,112.6333333
2020,0.333333333,0,0,0,2.617142857,101
