1950,0.49122807,0,0,1754100,1.966666667,61.05263158
1960,0.577319588,55,1,2385800,1.232989691,39.06185567
1970,0.666666667,14,1,2771800,1.243589744,53.5
1980,0.357142857,1,0,54430350,1.348571429,18.74285714
1990,0.18115942,38,0,10586000,0.892753623,37.57971014
2000,0.0875,45,2,22597000,1.02275,68.8875
2010,0.213483146,8,0,5972500,2.492934783,91.84782609
2020,0,0,0,25000,0.77125,47.08333333
