1950,0.5,0,0,10050,4.875,79.25
1960,0.583333333,0,0,50765000,2.816666667,99.75
1970,0.666666667,300,6,55105000,1.411111111,92.55555556
1980,0.222222222,0,0,765000,0.266666667,25.66666667
1990,0.138888889,2,0,5359500,0.702777778,30.25
2000,0.214285714,1,0,871000,0.63,48.32142857
2010,0.3,2,0,2643200,0.682857143,52.14285714
2020,0.2,0,0,115000,1.25,142.5
